Mapping of bootstrap factors to base factors

,Composting (MeOH),Gasoline vapor-summer blend,Biogenic,Gasoline vapor-winter blend,Secondary VOC,University + K12 institutes,Mixing solvents,VCP (siloxane),VCP (Ethanol),Unmapped
Boot Factor 1,49,0,0,0,0,1,0,0,0,0
Boot Factor 2,0,40,3,0,0,0,5,2,0,0
Boot Factor 3,0,0,40,0,1,2,7,0,0,0
Boot Factor 4,0,0,2,36,2,3,3,2,1,1
Boot Factor 5,0,0,0,0,46,2,1,0,0,1
Boot Factor 6,0,1,0,0,1,47,1,0,0,0
Boot Factor 7,0,0,0,0,0,0,49,0,0,1
Boot Factor 8,0,4,2,0,2,4,6,30,0,2
Boot Factor 9,0,0,0,0,0,0,0,0,50,0


Bootstrapping and Pulling Results.  Includes adjustment for measurement errors.
There is a block of rows for each species.
Columns are:  Original Factor, m Smallest Bootstraps, m Largest Bootstraps, Each Bootstrap

0.146923E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.111527E-01,0.125232E-01,0.148905E-01,0.188399E-01,0.260463E-01,0.363043E-01,0.146923E-03,0.184305E-02,0.124800E-02,0.000000E+00,0.000000E+00,0.260463E-01,0.000000E+00,0.000000E+00,0.246801E-02,0.771750E-02,0.148905E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.555188E-02,0.111527E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.734237E-05,0.000000E+00,0.000000E+00,0.000000E+00,0.113063E-02,0.585163E-02,0.125232E-01,0.000000E+00,0.000000E+00,0.505009E-02,0.363043E-01,0.000000E+00,0.734555E-03,0.000000E+00,0.429038E-02,0.163423E-03,0.000000E+00,0.000000E+00,0.188399E-01,0.238524E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.184312E-02,0.000000E+00,0.000000E+00,0.151119E-02,0.000000E+00,0.000000E+00,0.000000E+00,
0.863745E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.705016E-01,0.866144E-01,0.914262E-01,0.110234E+00,0.113697E+00,0.115608E+00,0.863745E-02,0.110234E+00,0.866144E-01,0.216938E-01,0.000000E+00,0.000000E+00,0.712117E-02,0.238104E-01,0.382851E-01,0.225607E-02,0.395962E-01,0.000000E+00,0.914262E-01,0.113697E+00,0.126238E-02,0.314653E-01,0.185659E-01,0.394204E-02,0.946128E-02,0.128125E-01,0.115608E+00,0.199395E-01,0.000000E+00,0.336405E-01,0.000000E+00,0.187723E-01,0.122391E-01,0.000000E+00,0.482774E-01,0.705016E-01,0.118769E-01,0.314112E-01,0.000000E+00,0.000000E+00,0.356812E-02,0.000000E+00,0.158313E-01,0.685263E-01,0.000000E+00,0.837825E-02,0.567686E-01,0.381098E-01,0.335955E-01,0.236128E-01,0.219884E-01,0.667296E-02,0.184436E-01,0.839148E-02,0.000000E+00,0.680380E-02,0.873571E-02,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.774658E-01,0.801688E-01,0.893512E-01,0.100635E+00,0.110650E+00,0.117455E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.111322E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.384227E-01,0.237622E-01,0.252288E-01,0.189350E-01,0.000000E+00,0.348564E-01,0.000000E+00,0.418368E-01,0.592507E-01,0.631853E-01,0.801688E-01,0.000000E+00,0.164316E-01,0.170998E-01,0.513423E-01,0.449430E-01,0.643185E-01,0.393941E-01,0.393095E-01,0.222755E-02,0.117455E+00,0.000000E+00,0.000000E+00,0.774658E-01,0.893512E-01,0.228706E-01,0.000000E+00,0.110650E+00,0.196261E-02,0.430440E-01,0.309803E-01,0.665438E-01,0.100635E+00,0.000000E+00,0.609968E-01,0.255039E-01,0.526430E-01,0.000000E+00,0.674570E-01,0.965803E-02,0.750606E-01,0.000000E+00,
0.216274E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.484909E-01,0.532576E-01,0.595475E-01,0.709267E-01,0.874554E-01,0.120756E+00,0.216274E-01,0.251408E-01,0.230704E-01,0.874554E-01,0.484909E-01,0.218456E-01,0.239253E-01,0.000000E+00,0.510678E-02,0.202529E-01,0.000000E+00,0.308546E-01,0.172932E-02,0.222009E-01,0.392016E-01,0.709267E-01,0.174954E-01,0.532576E-01,0.203021E-01,0.288742E-01,0.225726E-01,0.000000E+00,0.861941E-02,0.000000E+00,0.150366E-01,0.250482E-01,0.263362E-01,0.000000E+00,0.351813E-01,0.000000E+00,0.000000E+00,0.343544E-01,0.241402E-02,0.413226E-01,0.434805E-02,0.274700E-01,0.894797E-02,0.327901E-03,0.902716E-02,0.282212E-01,0.948322E-02,0.000000E+00,0.103101E-01,0.000000E+00,0.120756E+00,0.106807E-01,0.595475E-01,0.416562E-01,0.195082E-01,0.000000E+00,0.000000E+00,
0.194026E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.106879E-02,0.328102E-01,0.364740E-01,0.365458E-01,0.778134E-01,0.100952E+00,0.103604E+00,0.194026E-01,0.238873E-01,0.606334E-02,0.118135E-01,0.274507E-02,0.000000E+00,0.190425E-01,0.000000E+00,0.164170E-01,0.105105E-01,0.100952E+00,0.111463E-01,0.175596E-01,0.117014E-01,0.000000E+00,0.651020E-02,0.463893E-02,0.190136E-02,0.147463E-02,0.170168E-01,0.595539E-02,0.268668E-01,0.140133E-01,0.364740E-01,0.117224E-02,0.230399E-01,0.129165E-01,0.365458E-01,0.872320E-02,0.243600E-01,0.213002E-01,0.517028E-02,0.218904E-01,0.811259E-02,0.778134E-01,0.414237E-02,0.000000E+00,0.103604E+00,0.877082E-02,0.848182E-02,0.000000E+00,0.102464E-01,0.862579E-02,0.204658E-01,0.328102E-01,0.858615E-02,0.680093E-02,0.453768E-02,0.188756E-01,0.291305E-02,0.106879E-02,
0.761282E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.131963E-01,0.159437E-01,0.216735E-01,0.222612E-01,0.715653E-01,0.183762E+00,0.761282E-03,0.000000E+00,0.198521E-02,0.210155E-02,0.183762E+00,0.111762E-03,0.348934E-02,0.480044E-02,0.385567E-02,0.453074E-03,0.000000E+00,0.112634E-02,0.467339E-02,0.000000E+00,0.216735E-01,0.242301E-02,0.715653E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.512998E-02,0.000000E+00,0.173170E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.176525E-02,0.877475E-03,0.470729E-02,0.000000E+00,0.000000E+00,0.217479E-02,0.281478E-02,0.733024E-02,0.904811E-02,0.000000E+00,0.000000E+00,0.907970E-02,0.335755E-02,0.000000E+00,0.000000E+00,0.222612E-01,0.648856E-02,0.871962E-02,0.000000E+00,0.000000E+00,0.159437E-01,0.131963E-01,
0.170981E+00,0.214097E-01,0.548660E-01,0.561298E-01,0.565538E-01,0.570704E-01,0.608962E-01,0.159504E+00,0.164010E+00,0.169466E+00,0.170981E+00,0.175701E+00,0.181384E+00,0.170981E+00,0.561298E-01,0.102654E+00,0.608962E-01,0.106583E+00,0.142638E+00,0.158588E+00,0.122383E+00,0.938775E-01,0.214097E-01,0.107181E+00,0.132934E+00,0.565538E-01,0.922965E-01,0.827268E-01,0.132246E+00,0.963741E-01,0.132591E+00,0.570704E-01,0.844938E-01,0.953825E-01,0.152930E+00,0.983399E-01,0.812408E-01,0.914802E-01,0.110820E+00,0.159504E+00,0.942021E-01,0.164010E+00,0.548660E-01,0.175701E+00,0.181384E+00,0.771233E-01,0.103508E+00,0.143694E+00,0.147166E+00,0.105767E+00,0.105882E+00,0.991504E-01,0.153264E+00,0.114623E+00,0.742840E-01,0.901983E-01,0.869978E-01,0.619896E-01,0.932227E-01,0.169466E+00,0.134193E+00,0.124692E+00,0.129939E+00,0.147089E+00,
0.271880E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.864173E-01,0.868098E-01,0.871842E-01,0.889077E-01,0.992514E-01,0.184360E+00,0.271880E-01,0.152948E-01,0.109882E-01,0.124622E-01,0.000000E+00,0.889077E-01,0.000000E+00,0.679055E-01,0.871842E-01,0.818335E-01,0.000000E+00,0.751384E-03,0.000000E+00,0.714272E-02,0.423156E-01,0.000000E+00,0.251574E-01,0.156408E-01,0.992514E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.864173E-01,0.334170E-01,0.184360E+00,0.000000E+00,0.443324E-02,0.317068E-01,0.000000E+00,0.372482E-01,0.343515E-01,0.000000E+00,0.669183E-01,0.150773E-01,0.000000E+00,0.404474E-01,0.000000E+00,0.860513E-02,0.868098E-01,0.325391E-02,0.000000E+00,0.000000E+00,0.850527E-01,0.407875E-01,0.143093E-01,0.685934E-01,0.000000E+00,0.607077E-02,0.000000E+00,0.238924E-01,0.264375E-01,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.537865E-01,0.573448E-01,0.586591E-01,0.604216E-01,0.610493E-01,0.643912E-01,0.000000E+00,0.586591E-01,0.000000E+00,0.610493E-01,0.384244E-01,0.000000E+00,0.414318E-01,0.317947E-01,0.432950E-01,0.000000E+00,0.305068E-01,0.403828E-01,0.643912E-01,0.813388E-02,0.201312E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.409550E-01,0.000000E+00,0.265763E-01,0.332325E-01,0.201855E-01,0.000000E+00,0.811405E-02,0.000000E+00,0.147708E-01,0.000000E+00,0.291753E-02,0.000000E+00,0.142595E-01,0.000000E+00,0.000000E+00,0.376942E-01,0.412897E-01,0.200913E-01,0.893351E-02,0.937865E-02,0.103567E-01,0.000000E+00,0.537865E-01,0.227124E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.689544E-02,0.000000E+00,0.604216E-01,0.357396E-01,0.573448E-01,

0.112059E-01,0.000000E+00,0.432637E-03,0.633343E-03,0.164898E-02,0.187601E-02,0.230865E-02,0.207708E-01,0.214895E-01,0.227934E-01,0.230194E-01,0.263787E-01,0.367536E-01,0.112059E-01,0.367536E-01,0.164898E-02,0.100373E-01,0.701842E-02,0.158912E-01,0.138929E-01,0.000000E+00,0.637694E-02,0.132898E-01,0.153797E-01,0.230194E-01,0.466422E-02,0.333112E-02,0.193735E-01,0.531364E-02,0.118713E-01,0.591232E-02,0.766771E-02,0.323658E-02,0.552981E-02,0.187601E-02,0.227934E-01,0.928559E-02,0.135670E-01,0.214895E-01,0.905499E-02,0.295331E-02,0.818614E-02,0.207708E-01,0.261453E-02,0.105282E-01,0.432637E-03,0.995961E-02,0.107407E-01,0.832616E-02,0.633343E-03,0.880827E-02,0.163344E-01,0.144331E-01,0.450540E-02,0.884450E-02,0.263787E-01,0.230865E-02,0.429043E-02,0.171577E-01,0.127200E-01,0.902611E-02,0.292978E-02,0.689625E-02,0.487909E-02,
0.108732E+00,0.383777E-02,0.228772E-01,0.343594E-01,0.368099E-01,0.412218E-01,0.447645E-01,0.125929E+00,0.135785E+00,0.135863E+00,0.154141E+00,0.161903E+00,0.176860E+00,0.108732E+00,0.110828E+00,0.228772E-01,0.597889E-01,0.343594E-01,0.549842E-01,0.977395E-01,0.135863E+00,0.105867E+00,0.532257E-01,0.561098E-01,0.629618E-01,0.154141E+00,0.161903E+00,0.536984E-01,0.368099E-01,0.725926E-01,0.780115E-01,0.787586E-01,0.106020E+00,0.176860E+00,0.483399E-01,0.855987E-01,0.656989E-01,0.795352E-01,0.650924E-01,0.556729E-01,0.464771E-01,0.125929E+00,0.696154E-01,0.616820E-01,0.110157E+00,0.447645E-01,0.466190E-01,0.383777E-02,0.106038E+00,0.965737E-01,0.135785E+00,0.636810E-01,0.613076E-01,0.618865E-01,0.579984E-01,0.106629E+00,0.494407E-01,0.677597E-01,0.642531E-01,0.834831E-01,0.937486E-01,0.412218E-01,0.744743E-01,0.102798E+00,
0.212244E-01,0.855076E-02,0.117582E-01,0.129798E-01,0.134290E-01,0.135589E-01,0.139822E-01,0.322032E-01,0.331094E-01,0.365947E-01,0.422312E-01,0.478390E-01,0.500066E-01,0.212244E-01,0.117582E-01,0.500066E-01,0.222794E-01,0.149819E-01,0.183996E-01,0.196290E-01,0.365947E-01,0.278371E-01,0.172541E-01,0.289239E-01,0.260966E-01,0.331094E-01,0.139822E-01,0.207417E-01,0.166031E-01,0.228440E-01,0.191289E-01,0.167493E-01,0.478390E-01,0.143313E-01,0.855076E-02,0.175279E-01,0.306340E-01,0.223054E-01,0.217307E-01,0.149229E-01,0.316005E-01,0.271219E-01,0.217226E-01,0.135589E-01,0.181041E-01,0.205345E-01,0.223601E-01,0.422312E-01,0.162980E-01,0.322032E-01,0.233613E-01,0.134290E-01,0.155800E-01,0.218886E-01,0.309510E-01,0.260322E-01,0.181859E-01,0.230172E-01,0.241816E-01,0.144201E-01,0.198264E-01,0.129798E-01,0.209483E-01,0.169944E-01,
0.359316E-01,0.167308E-02,0.187888E-02,0.434689E-02,0.672478E-02,0.841950E-02,0.843819E-02,0.795200E-01,0.799340E-01,0.112324E+00,0.140324E+00,0.157076E+00,0.169413E+00,0.359316E-01,0.153618E-01,0.179458E-01,0.428744E-01,0.169413E+00,0.661110E-01,0.247503E-01,0.795200E-01,0.112034E-01,0.200155E-01,0.407522E-01,0.843819E-02,0.187888E-02,0.286243E-01,0.140324E+00,0.841950E-02,0.331014E-01,0.641562E-01,0.204100E-01,0.448214E-01,0.215608E-01,0.139618E-01,0.252416E-01,0.314596E-01,0.261800E-01,0.536271E-01,0.360366E-01,0.231813E-01,0.223905E-01,0.723778E-01,0.246983E-01,0.484383E-01,0.255699E-01,0.580819E-01,0.618884E-01,0.123742E-01,0.672478E-02,0.403816E-01,0.280352E-01,0.335258E-01,0.167308E-02,0.243543E-01,0.434689E-02,0.136445E-01,0.157076E+00,0.799340E-01,0.112324E+00,0.476279E-01,0.322337E-01,0.242650E-01,0.667720E-01,
0.529921E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.794987E-03,0.117536E-02,0.216366E-02,0.121073E-01,0.130497E-01,0.140214E-01,0.143631E-01,0.154554E-01,0.769085E-01,0.529921E-02,0.435789E-02,0.143631E-01,0.942692E-02,0.802844E-02,0.393209E-02,0.623293E-02,0.317879E-02,0.119833E-01,0.000000E+00,0.468274E-02,0.327485E-02,0.580891E-02,0.531120E-02,0.719418E-02,0.130497E-01,0.779664E-02,0.112326E-01,0.709401E-02,0.117536E-02,0.445027E-02,0.478493E-02,0.599053E-02,0.676995E-02,0.154554E-01,0.794987E-03,0.000000E+00,0.218751E-02,0.780132E-02,0.576401E-02,0.111512E-01,0.734760E-02,0.642300E-02,0.216366E-02,0.140214E-01,0.418071E-02,0.121073E-01,0.769085E-01,0.505424E-02,0.606579E-02,0.440560E-02,0.109903E-01,0.771250E-02,0.488331E-02,0.000000E+00,0.999147E-02,0.296180E-02,0.107298E-01,0.400668E-02,0.982057E-02,0.851025E-02,
0.166196E-01,0.190690E-02,0.255473E-02,0.351042E-02,0.355046E-02,0.413857E-02,0.506449E-02,0.349348E-01,0.358904E-01,0.398737E-01,0.411053E-01,0.576382E-01,0.930914E-01,0.166196E-01,0.126489E-01,0.197874E-01,0.177918E-01,0.930914E-01,0.145812E-01,0.981862E-02,0.506449E-02,0.183441E-01,0.266025E-01,0.336844E-01,0.201252E-01,0.176170E-01,0.128657E-01,0.259759E-01,0.218388E-01,0.358904E-01,0.198408E-01,0.273449E-01,0.191229E-01,0.117647E-01,0.268575E-01,0.158496E-01,0.411053E-01,0.766781E-02,0.122705E-01,0.226594E-01,0.788436E-02,0.129838E-01,0.347367E-01,0.599158E-02,0.718884E-02,0.351042E-02,0.220941E-01,0.174595E-01,0.238487E-01,0.142730E-01,0.413857E-02,0.255473E-02,0.760470E-02,0.183077E-01,0.256755E-01,0.398737E-01,0.270990E-01,0.349348E-01,0.355046E-02,0.576382E-01,0.190690E-02,0.134426E-01,0.200120E-01,0.745221E-02,
0.115255E+00,0.258924E-01,0.325680E-01,0.346145E-01,0.373493E-01,0.386089E-01,0.388609E-01,0.161889E+00,0.170321E+00,0.180199E+00,0.188171E+00,0.188442E+00,0.206028E+00,0.115255E+00,0.500309E-01,0.180199E+00,0.111063E+00,0.698353E-01,0.128990E+00,0.117650E+00,0.497615E-01,0.346145E-01,0.373493E-01,0.110343E+00,0.188171E+00,0.388609E-01,0.560807E-01,0.674371E-01,0.170321E+00,0.134516E+00,0.114243E+00,0.121082E+00,0.798599E-01,0.325680E-01,0.131074E+00,0.109024E+00,0.111804E+00,0.395075E-01,0.114873E+00,0.206028E+00,0.149651E+00,0.839102E-01,0.513884E-01,0.112855E+00,0.945370E-01,0.123697E+00,0.117512E+00,0.105553E+00,0.941106E-01,0.122255E+00,0.386089E-01,0.117182E+00,0.188442E+00,0.153625E+00,0.119301E+00,0.498231E-01,0.124166E+00,0.258924E-01,0.871438E-01,0.525270E-01,0.119384E+00,0.161889E+00,0.774220E-01,0.829218E-01,
0.124705E-01,0.203524E-04,0.745039E-02,0.750064E-02,0.102091E-01,0.124657E-01,0.124705E-01,0.813581E-01,0.891770E-01,0.912155E-01,0.101672E+00,0.171464E+00,0.183242E+00,0.124705E-01,0.736521E-01,0.364315E-01,0.318203E-01,0.165912E-01,0.150755E-01,0.282429E-01,0.750064E-02,0.183242E+00,0.912155E-01,0.290510E-01,0.203524E-04,0.702560E-01,0.379886E-01,0.246930E-01,0.483964E-01,0.271838E-01,0.174418E-01,0.362074E-01,0.213056E-01,0.182171E-01,0.692414E-01,0.343813E-01,0.396743E-01,0.171464E+00,0.151028E-01,0.149420E-01,0.532364E-01,0.190466E-01,0.813581E-01,0.609146E-01,0.124657E-01,0.101672E+00,0.431556E-01,0.507744E-01,0.529047E-01,0.518296E-01,0.344732E-01,0.891770E-01,0.190344E-01,0.190996E-01,0.453071E-01,0.520161E-01,0.572914E-01,0.371367E-01,0.427427E-01,0.745039E-02,0.244902E-01,0.402601E-01,0.557395E-01,0.102091E-01,
0.801275E-02,0.000000E+00,0.000000E+00,0.111622E-02,0.255687E-02,0.290299E-02,0.449946E-02,0.331306E-01,0.334255E-01,0.374575E-01,0.425812E-01,0.503782E-01,0.528799E-01,0.801275E-02,0.239780E-01,0.566213E-02,0.194636E-01,0.561956E-02,0.123394E-01,0.220963E-01,0.159962E-01,0.228617E-01,0.117869E-01,0.191243E-01,0.209486E-01,0.317901E-01,0.374575E-01,0.723052E-02,0.693921E-02,0.628989E-02,0.580652E-02,0.256498E-01,0.106541E-01,0.425812E-01,0.199294E-01,0.253128E-01,0.120021E-01,0.202507E-01,0.334255E-01,0.000000E+00,0.000000E+00,0.260285E-01,0.274474E-01,0.115116E-01,0.178842E-01,0.111622E-02,0.206254E-01,0.177899E-01,0.218326E-01,0.667164E-02,0.142570E-01,0.602781E-02,0.130601E-01,0.528799E-01,0.187354E-01,0.116762E-01,0.331306E-01,0.198609E-01,0.255687E-02,0.449946E-02,0.290299E-02,0.125576E-01,0.503782E-01,0.292545E-01,

0.197731E-02,0.974298E-04,0.231246E-03,0.305820E-03,0.417254E-03,0.444848E-03,0.459124E-03,0.404666E-02,0.422850E-02,0.426006E-02,0.428645E-02,0.436154E-02,0.582099E-02,0.197731E-02,0.582099E-02,0.561746E-03,0.201117E-02,0.123714E-02,0.277519E-02,0.240615E-02,0.974298E-04,0.108638E-02,0.227948E-02,0.297617E-02,0.428645E-02,0.207232E-02,0.417254E-03,0.308545E-02,0.907239E-03,0.222679E-02,0.120946E-02,0.128990E-02,0.459124E-03,0.901951E-03,0.444848E-03,0.422850E-02,0.165055E-02,0.285590E-02,0.426006E-02,0.931720E-03,0.475653E-03,0.142350E-02,0.404666E-02,0.560094E-03,0.170888E-02,0.231246E-03,0.180621E-02,0.189972E-02,0.170859E-02,0.305820E-03,0.198593E-02,0.301668E-02,0.243507E-02,0.810050E-03,0.169320E-02,0.436154E-02,0.659388E-03,0.118067E-02,0.322771E-02,0.264703E-02,0.169523E-02,0.546354E-03,0.143868E-02,0.118004E-02,
0.180085E-01,0.134787E-02,0.304149E-02,0.501474E-02,0.675527E-02,0.776477E-02,0.782447E-02,0.206450E-01,0.210181E-01,0.224754E-01,0.242931E-01,0.265458E-01,0.282367E-01,0.180085E-01,0.180069E-01,0.304149E-02,0.105133E-01,0.675527E-02,0.100757E-01,0.175461E-01,0.224754E-01,0.180317E-01,0.966481E-02,0.938976E-02,0.102289E-01,0.242931E-01,0.265458E-01,0.909942E-02,0.501474E-02,0.124395E-01,0.144343E-01,0.132280E-01,0.181668E-01,0.282367E-01,0.856342E-02,0.140595E-01,0.995491E-02,0.132293E-01,0.109715E-01,0.107295E-01,0.810524E-02,0.210181E-01,0.109051E-01,0.109954E-01,0.192154E-01,0.782447E-02,0.805361E-02,0.134787E-02,0.165310E-01,0.171469E-01,0.206450E-01,0.102285E-01,0.110599E-01,0.906337E-02,0.106143E-01,0.193685E-01,0.839104E-02,0.117755E-01,0.112997E-01,0.144298E-01,0.159645E-01,0.776477E-02,0.127426E-01,0.177229E-01,
0.353617E-02,0.106282E-02,0.162259E-02,0.173057E-02,0.183077E-02,0.189716E-02,0.204184E-02,0.469394E-02,0.511851E-02,0.530641E-02,0.584591E-02,0.664857E-02,0.753190E-02,0.353617E-02,0.240447E-02,0.753190E-02,0.344961E-02,0.183077E-02,0.249631E-02,0.323509E-02,0.664857E-02,0.396278E-02,0.210054E-02,0.356081E-02,0.405142E-02,0.459984E-02,0.334514E-02,0.273648E-02,0.204184E-02,0.378255E-02,0.253907E-02,0.272353E-02,0.530641E-02,0.226786E-02,0.162259E-02,0.259953E-02,0.384813E-02,0.379242E-02,0.331698E-02,0.173057E-02,0.377245E-02,0.427950E-02,0.324176E-02,0.219137E-02,0.348263E-02,0.207379E-02,0.254681E-02,0.584591E-02,0.242575E-02,0.446574E-02,0.356565E-02,0.232484E-02,0.189716E-02,0.233514E-02,0.469394E-02,0.511851E-02,0.228381E-02,0.322265E-02,0.338984E-02,0.230479E-02,0.306626E-02,0.106282E-02,0.327941E-02,0.315867E-02,
0.564647E-02,0.241958E-03,0.872823E-03,0.920651E-03,0.120460E-02,0.125060E-02,0.128021E-02,0.129421E-01,0.137564E-01,0.161948E-01,0.222796E-01,0.225421E-01,0.265659E-01,0.564647E-02,0.232834E-02,0.257186E-02,0.587375E-02,0.265659E-01,0.103258E-01,0.376938E-02,0.137564E-01,0.179872E-02,0.290606E-02,0.656168E-02,0.120460E-02,0.241958E-03,0.449133E-02,0.225421E-01,0.128021E-02,0.418145E-02,0.980037E-02,0.307618E-02,0.695040E-02,0.317597E-02,0.156864E-02,0.414727E-02,0.601319E-02,0.447007E-02,0.863063E-02,0.492651E-02,0.371519E-02,0.296310E-02,0.119761E-01,0.378399E-02,0.761008E-02,0.428314E-02,0.882879E-02,0.108497E-01,0.211179E-02,0.920651E-03,0.613504E-02,0.479200E-02,0.537080E-02,0.872823E-03,0.261303E-02,0.125060E-02,0.262794E-02,0.222796E-01,0.129421E-01,0.161948E-01,0.762660E-02,0.515630E-02,0.378678E-02,0.108405E-01,
0.817505E-03,0.000000E+00,0.217603E-03,0.252401E-03,0.267227E-03,0.369750E-03,0.412362E-03,0.209474E-02,0.228173E-02,0.238207E-02,0.238408E-02,0.247470E-02,0.129041E-01,0.817505E-03,0.844344E-03,0.247470E-02,0.162454E-02,0.121864E-02,0.102407E-02,0.129832E-02,0.369750E-03,0.238207E-02,0.252401E-03,0.465798E-03,0.680156E-03,0.157744E-02,0.106532E-02,0.139033E-02,0.190883E-02,0.112610E-02,0.191113E-02,0.127494E-02,0.267227E-03,0.744501E-03,0.789672E-03,0.102337E-02,0.792642E-03,0.238408E-02,0.000000E+00,0.562184E-03,0.217603E-03,0.150059E-02,0.110350E-02,0.196864E-02,0.115766E-02,0.123770E-02,0.412362E-03,0.228173E-02,0.715052E-03,0.209474E-02,0.129041E-01,0.976368E-03,0.118440E-02,0.813518E-03,0.189894E-02,0.982047E-03,0.513333E-03,0.877717E-03,0.175067E-02,0.478427E-03,0.189823E-02,0.545040E-03,0.152266E-02,0.146349E-02,
0.258909E-02,0.181239E-05,0.315990E-03,0.353894E-03,0.483899E-03,0.499121E-03,0.899382E-03,0.568200E-02,0.649266E-02,0.671140E-02,0.766531E-02,0.926311E-02,0.120597E-01,0.258909E-02,0.203312E-02,0.300152E-02,0.307525E-02,0.120597E-01,0.220881E-02,0.146394E-02,0.483899E-03,0.281542E-02,0.406943E-02,0.543778E-02,0.306673E-02,0.268709E-02,0.186545E-02,0.409002E-02,0.364390E-02,0.766531E-02,0.305250E-02,0.437515E-02,0.309278E-02,0.181779E-02,0.439415E-02,0.247179E-02,0.671140E-02,0.127777E-02,0.177230E-02,0.343854E-02,0.102954E-02,0.212135E-02,0.568200E-02,0.899382E-03,0.112598E-02,0.315990E-03,0.350028E-02,0.223733E-02,0.375216E-02,0.248840E-02,0.958267E-03,0.353894E-03,0.111315E-02,0.280736E-02,0.421653E-02,0.649266E-02,0.430273E-02,0.469697E-02,0.499121E-03,0.926311E-02,0.181239E-05,0.202946E-02,0.335704E-02,0.102707E-02,
0.160454E-01,0.315561E-02,0.411847E-02,0.462158E-02,0.469210E-02,0.486917E-02,0.531175E-02,0.249654E-01,0.265604E-01,0.270248E-01,0.287140E-01,0.288472E-01,0.312833E-01,0.160454E-01,0.696910E-02,0.270248E-01,0.166853E-01,0.101230E-01,0.198937E-01,0.166436E-01,0.592432E-02,0.531175E-02,0.618014E-02,0.161207E-01,0.287140E-01,0.462158E-02,0.649237E-02,0.917146E-02,0.265604E-01,0.188063E-01,0.167748E-01,0.173649E-01,0.124884E-01,0.315561E-02,0.191423E-01,0.157084E-01,0.166620E-01,0.469210E-02,0.186386E-01,0.312833E-01,0.215522E-01,0.112157E-01,0.644164E-02,0.170197E-01,0.128031E-01,0.191539E-01,0.180379E-01,0.160220E-01,0.134676E-01,0.180373E-01,0.486917E-02,0.186126E-01,0.288472E-01,0.242613E-01,0.169508E-01,0.718678E-02,0.177648E-01,0.411847E-02,0.123453E-01,0.786378E-02,0.170191E-01,0.249654E-01,0.102952E-01,0.117090E-01,
0.294369E-02,0.829215E-03,0.126145E-02,0.143500E-02,0.149617E-02,0.168719E-02,0.252697E-02,0.124485E-01,0.140234E-01,0.146251E-01,0.160150E-01,0.256846E-01,0.266985E-01,0.294369E-02,0.123223E-01,0.697997E-02,0.590755E-02,0.368748E-02,0.143500E-02,0.423323E-02,0.829215E-03,0.256846E-01,0.146251E-01,0.609947E-02,0.126145E-02,0.110965E-01,0.588843E-02,0.448823E-02,0.871191E-02,0.488142E-02,0.273730E-02,0.622023E-02,0.426481E-02,0.364724E-02,0.118277E-01,0.642956E-02,0.716696E-02,0.266985E-01,0.294381E-02,0.263267E-02,0.977684E-02,0.397309E-02,0.140234E-01,0.100499E-01,0.252697E-02,0.160150E-01,0.801762E-02,0.892381E-02,0.970814E-02,0.834220E-02,0.693720E-02,0.124485E-01,0.286846E-02,0.305151E-02,0.804902E-02,0.597243E-02,0.989896E-02,0.677413E-02,0.713011E-02,0.149617E-02,0.445622E-02,0.717233E-02,0.952868E-02,0.168719E-02,
